Title,Acronym,Source,Rank,Note,DBLP,Primary FoR,Comments,Average Rating
International Conference on Principles of Distributed Systems,OPODIS,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/opodis,4606,0,N/A
International Conference on Principles of Practice in Multi-Agent Systems (prior to 2009 was Pacific Rim International Workshop on Multi-Agents),PRIMA,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/prima,4602,0,N/A
International Conference on Principles of Security and Trust,POST,CORE2021,Unranked,none,https://dblp.uni-trier.de/db/conf/post,4604,0,N/A
"International Conference on Probabilistic, Combinatorial, and Asymptotic Methods in the Analysis of Algorithms (was Conference on Analysis of Algorithms)",AofA,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/aofa,4613,0,N/A
"International Conference on Probability, Statistics and Operational Research",PSOR,CORE2018,C,none,none,0802,0,N/A
International Conference on Process Mining,ICPM,CORE2023,B,none,https://dblp.org/db/conf/icpm/index.html,4605,0,N/A
International Conference on Product Research,,ERA2010,B,none,none,0910,0,N/A
International Conference on Provable Security,ProvSec,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/provsec,4604,0,N/A
International Conference on Qualitative Research in IT & IT in Qualitative Research,QualIT,CORE2018,B,none,none,0806,0,N/A
International Conference on Quality of Multimedia Experience,QoMEX,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/qomex/,4608,0,N/A
International Conference on Real-Time and Network Systems,RTNS,CORE2023,National: France,none,https://dblp.uni-trier.de/db/conf/rtns,4606,0,N/A
International Conference on Recent Advances in Information Technology and Applications,RAITA,CORE2018,C,none,none,08,0,N/A
International Conference on Recent Advances in Natural Language Processing,RANLP,CORE2023,National: bulgaria,none,https://dblp.uni-trier.de/db/conf/ranlp,4602,0,N/A
International Conference on Relational and AlgebraicMethods in Computer Science (was International Conference on Relational Methods in Computer Science RelMiCS),RAMiCS,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/RelMiCS,4613,0,N/A
"International Conference on Relations, Orders and Graphs: Interaction with Computer Science",ROGICS,CORE2018,C,none,none,0802,0,N/A
International Conference on Reliable Software Technologies,Ada-Europe,CORE2023,Journal Published,none,https://dblp.uni-trier.de/db/conf/adaEurope,4612,0,N/A
International Conference on Research Challenges in Information Science,RCIS,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/rcis,46,0,N/A
International Conference on Reversible Computation,RC,CORE2023,C,none,https://dblp.org/db/conf/rc/index.html,4613,0,N/A
International Conference on Rewriting Techniques and Applications (now merged with FSCD Formal Structures for Computation and Deduction),RTA,CORE2018,A,none,none,0802,0,N/A
International Conference on Risks and Security of Internet and Systems,CRiSIS,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/crisis,4604,0,N/A
"International Conference on Robotics, Vision, Signal Processing and Power Applications (was ROVPIA)",RoVISP,CORE2023,National: Malaysia,none,none,4603,0,N/A
International Conference on Runtime Verification (was workshop pre 2010),RV,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/rv,4612,6,4.2
International Conference on Scientific and Statistical Data Base Management,SSDBM,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/ssdbm,4605,0,N/A
International Conference on Security and Privacy for Communication Networks,SecureComm,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/securecomm,4604,2,3.0
International Conference on Security in Pervasive Computing,ICSPC,CORE2018,A,none,none,0806,0,N/A
International Conference on Security of Information and Networks,SIN,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/sin,4604,0,N/A
International Conference on Semantic and Digital Media Technologies,SAMT,CORE2018,C,none,none,0806,0,N/A
International Conference on Semantics Knowledge and Grid,SKG,CORE2021,National: China,none,https://dblp.uni-trier.de/db/conf/skg,4606,0,N/A
International Conference on Sequences and their Applications,SETA,CORE2023,C,See note,none,4604,0,N/A
International Conference on Service Oriented Computing,ICSOC,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/icsoc,4606,1,4.0
International Conference on Shock and Impact Loads on Structures,,ERA2010,B,none,none,0905,0,N/A
International Conference on Similarity Search and Applications,SISAP,CORE2023,B,none,https://dblp.org/db/conf/sisap,4605,0,N/A
"International Conference on Simulation and Modeling Methodologies, Technologies and Applications",SIMULTECH,CORE2023,C,none,http://dblp.uni-trier.de/db/conf/simultech,4606,0,N/A
International Conference on Smart homes and health Telematics,ICOST,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/icost,4601,0,N/A
International Conference on Software and Data Technologies,ICSoft,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/icsoft,4612,0,N/A
International Conference on Software and System Processes (was ICSP prior to 2011),ICSSP,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/ispw,4612,1,5.0
International Conference on Software Architecture (was previously WICSA),ICSA,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/icsa,4612,11,4.9
International Conference on Software Composition,SC,CORE2018,B,none,none,0803,0,N/A
International Conference on Software Development,SWDC,CORE2018,B,none,none,0803,0,N/A
International Conference on Software Engineering,ICSE,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/icse,4612,4,4.7
International Conference on Software Engineering Advances,ICSEA,CORE2023,C,none,none,4612,0,N/A
International Conference on Software Engineering and Formal Methods,SEFM,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/sefm,4612,0,N/A
International Conference on Software Engineering and Knowledge Engineering,SEKE,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/seke,4612,0,N/A
International Conference on Software Engineering Theory and Practice,SETP,CORE2018,C,none,none,0803,0,N/A
"International Conference on Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing",SNPD,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/snpd,4612,0,N/A
International Conference on Software Engineering: Education and Practice,SEEP,CORE2018,B,none,none,,0,N/A
International Conference on Software Language Engineering,SLE,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/sle,4612,6,4.8
International Conference on Software Quality Management,SQM,CORE2023,C,none,none,4612,0,N/A
International Conference on Software Reuse,ICSR,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/icsr,4612,0,N/A
"International Conference on Software Testing, Verification and Validation",ICST,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/icst,4612,5,4.8
International Conference on Soil Mechanics and Geotechnical Engineering,ICSMGE,ERA2010,A,none,none,0905,0,N/A
International Conference on Spoken Language Processing,ICSLP,CORE2014,C,none,none,0801,0,N/A
International Conference on Steel Rolling,,ERA2010,A,none,none,0910,0,N/A
International Conference on Structural Health Monitoring of Intelligent Infrastructure,,ERA2010,A,none,none,0905,0,N/A
International Conference on Surface Finishing Technology and Surface Engineering,ICSFT2008,ERA2010,A,none,none,0910,0,N/A
International Conference on Sustainability in Energy and Buildings,SEB,ERA2010,A,none,none,1201,0,N/A
International Conference on Sustainable Construction Materials and Technologies,SCMT,ERA2010,B,none,none,1202,0,N/A
International Conference on Sustainable Energy Information Technology,SEIT,CORE2023,Unranked,none,none,4601,0,N/A
International Conference on Systems Engineering,ICSEng,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/icseng,46,0,N/A
"International Conference on Systems Research, Informatics and Cybernetics",ICSRIC,CORE2018,C,none,none,0806,0,N/A
International Conference on Systems Thinking in Management,STM,CORE2018,C,none,none,0806,0,N/A
International Conference on Technical Debt,TechDebt,CORE2023,B,none,https://dblp.org/db/conf/icse/techdebt2019.html,4612,0,N/A
International Conference on Technology and Business Management,ICTBM,CORE2018,C,none,none,0806,0,N/A
International Conference on Technology Education,TE,CORE2018,C,none,none,,0,N/A
International Conference on Technology of Plasticity,,ERA2010,A,none,none,0910,0,N/A
International Conference on Telecom Technology and Applications,ICTTA,ERA2010,C,none,none,1005,0,N/A
International Conference on Temporal Logic,ICTL,CORE2018,A,none,none,0802,0,N/A
International Conference on Testing Software and Systems,ICTSS,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/pts,4612,0,N/A
International Conference on Tests and Proofs,TAP,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/tap,4612,0,N/A
International Conference on the Application and Theory of Petri Nets and Concurrency,Petri Nets,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/apn,4606,0,N/A
International Conference on the Foundations of Digital Games,FDG,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/fdg,4607,0,N/A
International Conference on the Principles of Knowledge Representation and Reasoning,KR,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/kr,4602,0,N/A
International Conference on the Quality of Information and Communications Technology,QUATIC,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/quatic,4612,1,5.0
International Conference on the Simulation and Synthesis of Living Systems,ALIFE,CORE2023,C,none,none,4602,0,N/A
International Conference on the Statistical Analysis of Textual Data,JADT,CORE2023,C,none,none,4602,0,N/A
International Conference on the Theory and Application of Cryptographic Techniques,EuroCrypt,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/eurocrypt,4604,0,N/A
International Conference on the Theory and Application of Cryptology and Information Security,ASIACRYPT,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/asiacrypt,4604,0,N/A
International Conference on the Theory of Information Retrieval,ICTIR,CORE2023,Unranked,none,https://dblp.uni-trier.de/db/conf/ictir,4605,0,N/A
International Conference on Theorem Proving with Analytic Tableaux and Related Methods,TABLEAUX,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/tableaux,4613,0,N/A
International Conference on Theoretical and Mathematical Foundations of Computer Science,TMFCS,CORE2018,C,none,none,0802,0,N/A
International Conference on Theoretical and Methodological Issues in machine Translation,TMI,CORE2018,B,none,none,0801,0,N/A
International Conference on Theory and Applications of Computational Science,TACS,CORE2018,C,none,none,0802,0,N/A
International Conference on Theory and Applications of Satisfiability Testing,SAT,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/sat,4602,2,5.0
International Conference on Theory and Practice of Digital Libraries (was ECDL until 2010),TPDL,CORE2023,B,none,https://dblp.org/db/conf/ercimdl,4605,0,N/A
International Conference on Tools with Artificial Intelligence,ICTAI,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/ictai,4602,1,5.0
International Conference on Trust Management,iTrust,CORE2018,C,none,none,0803,0,N/A
"International Conference on Trust, Privacy and Security in Digital Business",TrustBus,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/trustbus,4604,0,N/A
"International Conference on Trust, Security and Privacy in Computing and Communications",TrustCom,CORE2023,B,none,https://dblp.org/db/conf/trustcom,4604,1,4.0
International Conference on Ubiquitous Intelligence and Computing,UIC,CORE2023,C,See note,https://dblp.uni-trier.de/db/conf/uic,4606,0,N/A
International Conference on Unconventional Computation and Natural Computation (was International Conference on Unconventional Computation),UC,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/uc,4613,0,N/A
International conference on unsaturated soils,Unsat,ERA2010,A,none,none,0905,0,N/A
International Conference on Urban Drainage,,ERA2010,A,none,none,0905,0,N/A
"International Conference on User Modelling, Adaptation, and Personalization (was AH and UM)",UMAP,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/um,4608,3,5.0
International Conference on Vehicle Technology and Intelligent Transport Systems,VEHITS,CORE2023,C,none,https://dblp.org/db/conf/vehits,4606,0,N/A
International Conference on Very Large Databases,VLDB,CORE2023,A*,none,https://dblp.uni-trier.de/db/conf/vldb,4605,0,N/A
International Conference on Virtual Execution Environments,VEE,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/vee,4606,0,N/A
International Conference on Virtual Rehabilitation,ICVR,CORE2023,Unranked,none,none,4601,0,N/A
International Conference on Virtual Storytelling (merged into ICIDS in 2008),ICVS,ERA2010,C,none,none,0899,1,N/A
International Conference on Virtual Systems and MultiMedia,VSMM,CORE2020,B,none,https://dblp.uni-trier.de/db/conf/vsmm,4607,0,N/A
International Conference on Vision Theory and Applications (Joined with GRAPP from 2008),VISAPP,CORE2014,C,none,none,0801,0,N/A
International Conference on Visual Information Systems,VISUAL,CORE2018,C,none,none,0801,0,N/A
International Conference on VLSI Design,VLSID,CORE2023,National: India,none,https://dblp.uni-trier.de/db/conf/vlsid,4606,1,5.0
International Conference on Water Sensitive Urban Design,,ERA2010,B,none,none,0905,0,N/A
International Conference on Web and Social Media,ICWSM,CORE2023,A,none,https://dblp.uni-trier.de/db/conf/icwsm,4601,3,3.7
International Conference on Web Engineering,ICWE,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/icwe,4605,4,4.5
International Conference on Web Information Systems and Technologies,WEBIST,CORE2023,C,none,https://dblp.uni-trier.de/db/conf/webist,46,0,N/A
International Conference on Web Information Systems Engineering,WISE,CORE2023,B,none,https://dblp.uni-trier.de/db/conf/wise,4605,0,N/A
International Conference on Web-Age Information Management,WAIM,CORE2017,C,none,https://dblp.uni-trier.de/db/conf/waim,0806,0,N/A
International Conference on Web-based Modelling and Simulation,WebSim,CORE2018,C,none,none,0801,0,N/A
International Conference on Wind Engineering,,ERA2010,A,none,none,0905,0,N/A
International Conference on Wired / Wireless Internet Communications,WWIC,ERA2010,B,none,none,1005,0,N/A
